Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
4,2016-11-10,7.9,13.2,2.5,5.6,11.0,-0.2,5.9,16.6,11.15,328,1.48,36379.18,32911.96,0.0,0.0,0.0,0.0
4,2016-11-11,8.0,14.3,1.9,5.9,12.5,-0.8,5.9,15.1,11.63,326,1.54,36255.21,32777.96,0.0,0.0,0.0,0.0
4,2016-11-12,7.9,13.4,1.7,5.8,11.4,-0.9,6.1,14.0,8.97,323,1.25,36132.33,23971.88,0.6,0.0,3.0,0.6
4,2016-11-13,10.5,16.6,5.2,8.4,14.3,3.1,13.3,29.5,9.85,15,1.64,36010.65,32513.01,0.0,0.0,0.0,0.0
4,2016-11-14,8.6,14.4,4.4,5.5,10.2,2.0,16.6,35.3,10.86,21,1.84,35890.33,32382.39,0.0,0.0,0.0,0.0
4,2016-11-15,7.5,14.1,2.0,4.5,11.1,-1.1,10.3,28.8,11.32,21,1.63,35771.52,32253.24,0.0,0.0,0.0,0.0
4,2016-11-16,8.1,15.0,2.0,5.7,12.7,-0.6,8.2,14.8,11.16,330,1.55,35654.36,32125.7,0.0,0.0,0.0,0.0
4,2016-11-17,9.3,16.3,3.3,7.5,14.5,1.3,8.6,21.2,10.8,241,1.55,35539.0,31999.96,0.0,0.0,0.0,0.0
4,2016-11-18,9.8,14.6,6.6,8.3,12.9,5.1,7.2,19.1,7.42,266,1.11,35425.6,28323.6,0.0,0.0,0.0,0.0
4,2016-11-19,7.1,11.4,3.0,4.7,8.5,0.7,12.7,31.3,8.93,226,1.16,35314.32,30918.56,0.0,0.0,0.0,0.0
4,2016-11-20,8.5,10.9,6.6,6.0,8.8,3.6,15.2,42.5,1.41,192,0.34,35205.31,0.0,20.6,0.0,23.0,20.6
4,2016-11-21,9.9,12.1,6.3,7.0,8.4,4.2,20.0,41.8,7.03,211,1.1,35098.74,23733.27,2.4,0.0,6.0,2.4
4,2016-11-22,6.4,8.7,4.1,4.4,6.7,2.1,8.6,20.2,3.86,21,0.55,34994.77,1334.22,3.7,0.0,10.0,3.7
4,2016-11-23,6.0,7.9,3.2,3.3,5.0,0.7,11.4,24.5,4.26,330,0.68,34893.57,4259.07,1.2,0.0,7.0,1.2
4,2016-11-24,4.6,8.1,2.8,2.1,5.3,0.4,8.8,27.4,7.48,193,0.85,34795.31,29473.43,1.1,0.0,2.0,1.1
4,2016-11-25,4.4,6.5,2.1,1.7,3.8,-0.7,11.3,25.2,3.4,86,0.49,34700.15,0.0,8.9,0.0,15.0,8.9
4,2016-11-26,7.1,8.7,5.4,4.9,7.1,2.3,12.7,26.6,1.51,68,0.33,34608.28,263.69,27.7,0.0,24.0,27.7
4,2016-11-27,8.8,11.2,7.8,6.5,8.8,5.0,13.6,31.0,2.76,49,0.51,34519.86,3731.96,11.1,0.0,23.0,11.1
4,2016-11-28,9.0,11.6,7.0,6.6,9.9,4.7,16.3,33.5,5.25,31,0.84,34435.06,13353.8,0.0,0.0,0.0,0.0
4,2016-11-29,8.7,12.8,5.7,6.6,10.8,3.4,10.0,19.8,6.57,48,0.99,34354.08,27457.59,0.3,0.0,2.0,0.3
4,2016-11-30,10.0,12.6,7.9,7.9,10.0,5.8,12.4,22.3,2.7,91,0.68,34276.9,1181.41,0.6,0.0,5.0,0.6
4,2016-12-01,9.1,10.6,8.0,7.5,9.2,6.0,8.3,17.6,2.08,65,0.46,34202.62,0.0,1.3,0.0,8.0,1.3
4,2016-12-02,8.8,11.6,6.1,7.3,10.2,4.1,5.5,13.7,5.15,22,0.78,34131.15,15171.4,0.0,0.0,0.0,0.0
4,2016-12-03,8.1,12.2,3.5,5.9,10.3,1.0,10.9,20.5,6.21,58,0.91,34062.6,28527.75,1.6,0.0,2.0,1.6
4,2016-12-04,10.1,11.0,9.4,8.6,9.6,7.7,9.4,20.2,1.13,93,0.33,33997.04,0.0,23.7,0.0,23.0,23.7
4,2016-12-05,10.6,12.9,8.8,8.6,11.2,6.7,11.9,27.7,3.52,28,0.66,33934.58,9720.49,0.2,0.0,2.0,0.2
4,2016-12-06,9.2,13.6,4.6,7.5,12.4,2.3,9.7,20.2,8.93,23,1.14,33875.29,29547.4,0.0,0.0,0.0,0.0
4,2016-12-07,6.7,11.1,3.3,5.0,10.1,1.1,5.9,16.6,7.24,23,0.85,33819.28,29159.79,0.0,0.0,0.0,0.0
4,2016-12-08,7.3,10.9,4.2,5.4,9.1,2.0,6.9,16.2,5.89,45,0.79,33766.64,23701.91,0.0,0.0,0.0,0.0
4,2016-12-09,7.6,11.6,3.2,5.8,10.5,0.9,7.6,16.2,4.24,23,0.63,33717.45,10187.1,0.0,0.0,0.0,0.0
4,2016-12-10,9.2,11.9,6.8,8.0,10.7,5.2,6.0,13.7,3.65,85,0.58,33671.8,10584.66,0.0,0.0,0.0,0.0
4,2016-12-11,6.5,11.2,2.5,4.6,10.0,-0.1,6.6,14.4,7.38,340,0.89,33629.79,24102.58,0.0,0.0,0.0,0.0
4,2016-12-12,5.9,11.7,1.5,4.0,10.2,-1.1,7.7,12.6,8.19,322,0.99,33591.5,27442.08,0.0,0.0,0.0,0.0
4,2016-12-13,5.3,7.2,3.2,3.4,5.6,0.9,5.4,13.0,2.99,86,0.41,33557.02,1745.01,0.0,0.0,0.0,0.0
4,2016-12-14,7.2,9.9,4.8,5.4,8.1,2.9,8.1,21.6,3.03,103,0.51,33526.43,6374.46,5.1,0.0,9.0,5.1
4,2016-12-15,8.1,10.3,7.0,6.2,7.9,5.1,8.4,21.6,4.14,114,0.64,33499.83,17286.85,2.5,0.0,8.0,2.5
4,2016-12-16,6.9,8.4,5.7,4.2,5.4,2.4,17.4,36.7,2.89,61,0.48,33477.28,0.0,9.8,0.0,21.0,9.8
4,2016-12-17,8.4,12.4,6.2,4.3,7.9,2.1,25.5,51.8,5.47,44,1.16,33458.87,19152.98,2.8,0.0,8.0,2.8
4,2016-12-18,6.4,10.6,3.5,1.9,6.1,-1.2,18.7,41.4,8.01,43,1.57,33444.7,29242.84,0.0,0.0,0.0,0.0
4,2016-12-19,5.9,11.4,2.0,2.2,7.3,-0.9,15.5,31.3,8.1,11,1.29,33434.8,27592.4,0.2,0.0,2.0,0.2
4,2016-12-20,4.2,9.4,0.4,1.4,6.5,-2.6,7.5,16.6,6.39,331,0.82,33429.28,24188.61,0.0,0.0,0.0,0.0
4,2016-12-21,5.2,11.4,0.7,2.5,8.6,-2.2,9.7,24.5,7.57,339,1.01,33428.0,29376.32,0.0,0.0,0.0,0.0
4,2016-12-22,5.6,11.4,0.6,3.5,10.0,-2.2,7.2,11.5,7.93,350,0.97,33430.89,29465.49,0.0,0.0,0.0,0.0
4,2016-12-23,5.8,11.9,1.1,3.7,10.7,-1.5,7.2,12.6,8.05,360,0.98,33437.93,29681.83,0.0,0.0,0.0,0.0
4,2016-12-24,5.4,12.2,0.6,2.8,10.0,-2.7,8.4,17.3,8.69,10,1.06,33449.06,29694.61,0.0,0.0,0.0,0.0
4,2016-12-25,5.4,11.8,0.3,3.0,10.3,-2.6,6.8,14.4,8.41,1,0.99,33464.23,29711.86,0.0,0.0,0.0,0.0
4,2016-12-26,5.9,13.0,0.2,3.6,11.4,-2.6,7.6,13.3,9.06,0,1.09,33483.37,29733.55,0.0,0.0,0.0,0.0
4,2016-12-27,6.0,13.9,0.8,3.3,11.7,-2.6,7.5,15.1,8.92,19,1.17,33506.45,29759.61,0.0,0.0,0.0,0.0
4,2016-12-28,6.9,13.1,1.9,4.5,11.2,-1.4,6.9,14.0,9.08,12,1.16,33533.4,29789.96,0.0,0.0,0.0,0.0
4,2016-12-29,5.4,12.0,-0.5,2.7,10.1,-3.7,7.2,12.6,9.38,358,1.09,33564.16,29824.53,0.0,0.0,0.0,0.0
4,2016-12-30,3.3,10.2,-0.6,0.3,7.7,-4.1,6.5,13.3,9.66,0,1.12,33598.67,29863.25,0.0,0.0,0.0,0.0
4,2016-12-31,1.7,8.1,-2.1,-1.4,5.3,-5.7,5.8,12.2,9.53,21,1.01,33636.88,29906.06,0.0,0.0,0.0,0.0
4,2017-01-01,-0.8,2.9,-4.4,-3.9,0.3,-8.1,6.9,13.0,4.59,63,0.48,33678.71,8751.57,0.0,0.0,0.0,0.0
4,2017-01-02,1.4,6.2,-1.8,-1.9,3.5,-5.8,10.5,21.6,7.32,31,0.71,33724.1,24805.57,0.0,0.0,0.0,0.0
4,2017-01-03,4.1,9.8,-0.2,1.7,7.7,-2.9,8.4,18.0,7.86,261,0.93,33773.0,28262.97,0.7,0.0,2.0,0.7
4,2017-01-04,5.2,12.7,0.7,3.3,11.5,-1.9,6.6,12.6,7.69,349,0.93,33825.33,28303.9,0.0,0.0,0.0,0.0
4,2017-01-05,5.0,12.0,1.4,2.9,10.4,-1.2,8.2,13.3,8.19,296,1.0,33881.02,25401.43,0.0,0.0,0.0,0.0
4,2017-01-06,3.3,9.3,-0.9,-0.4,6.1,-5.4,11.2,18.4,9.83,26,1.27,33940.01,30244.17,0.0,0.0,0.0,0.0
4,2017-01-07,1.9,8.7,-2.7,-1.1,6.7,-6.5,7.9,13.3,9.69,22,1.04,34002.23,30313.31,0.0,0.0,0.0,0.0
4,2017-01-08,1.9,10.4,-3.7,-1.7,7.7,-8.0,11.8,20.2,9.7,32,1.22,34067.61,30385.89,0.0,0.0,0.0,0.0
4,2017-01-09,3.0,10.4,-2.1,-0.1,7.7,-5.8,9.7,16.2,9.71,22,1.18,34136.24,30462.18,0.0,0.0,0.0,0.0
4,2017-01-10,6.1,11.9,1.8,3.5,9.2,-1.3,16.2,28.4,6.51,230,0.98,34208.87,20112.53,0.8,0.0,1.0,0.8
4,2017-01-11,9.0,15.0,4.5,6.7,12.4,1.5,15.8,28.4,8.21,345,1.27,34285.5,30628.11,0.1,0.0,1.0,0.1
4,2017-01-12,7.1,13.6,0.9,4.4,10.3,-1.3,19.0,36.7,7.07,242,0.97,34365.96,26049.95,0.0,0.0,0.0,0.0
4,2017-01-13,6.4,9.5,3.2,2.8,5.1,-0.4,17.1,30.2,8.09,326,1.34,34450.07,29561.71,0.0,0.0,0.0,0.0
4,2017-01-14,2.6,8.1,-1.0,-1.4,2.7,-4.8,19.7,35.6,8.64,353,1.24,34537.68,30907.6,0.0,0.0,0.0,0.0
4,2017-01-15,3.9,8.9,-0.9,-0.0,5.8,-4.7,17.2,29.9,6.73,299,1.14,34628.62,29510.44,0.1,0.0,1.0,0.1
4,2017-01-16,5.7,10.6,1.3,2.2,6.7,-1.9,18.7,34.9,8.3,298,1.27,34722.72,28967.23,0.0,0.0,0.0,0.0
4,2017-01-17,5.1,9.9,-1.8,0.5,4.5,-6.8,25.2,44.6,9.79,359,1.86,34819.82,30564.76,0.0,0.0,0.0,0.0
4,2017-01-18,-0.1,5.4,-3.8,-5.5,-0.4,-8.8,18.3,33.1,10.97,34,1.81,34919.76,31329.17,0.0,0.0,0.0,0.0
4,2017-01-19,1.4,7.6,-3.2,-4.5,1.1,-8.8,24.0,50.8,10.1,32,1.93,35022.38,30521.98,0.2,0.0,2.0,0.2
4,2017-01-20,3.3,6.6,1.6,-2.0,1.5,-4.2,27.1,56.5,5.86,31,1.18,35127.53,14789.98,2.0,0.21,6.0,1.7
4,2017-01-21,5.2,11.2,2.0,1.1,7.1,-1.7,18.4,33.5,9.26,29,1.38,35235.04,28763.01,1.6,0.0,5.0,1.6
4,2017-01-22,3.7,9.6,-1.2,0.4,6.4,-3.8,14.5,25.2,9.81,23,1.38,35344.77,31795.62,0.0,0.0,0.0,0.0
4,2017-01-23,4.6,11.1,0.0,1.1,7.7,-3.8,11.4,19.1,9.71,13,1.48,35456.57,31917.89,0.0,0.0,0.0,0.0
4,2017-01-24,3.7,11.5,-1.8,0.6,8.6,-5.2,8.4,18.0,11.16,343,1.42,35570.29,32041.2,0.0,0.0,0.0,0.0
4,2017-01-25,3.0,10.6,-3.0,-0.5,6.8,-6.7,11.1,19.4,11.55,284,1.46,35685.77,32118.5,0.0,0.0,0.0,0.0
4,2017-01-26,2.5,7.6,-2.6,-0.6,4.9,-5.8,11.3,21.6,7.68,129,0.93,35802.89,23127.01,0.0,0.0,0.0,0.0
4,2017-01-27,4.6,6.2,2.5,1.2,3.9,-1.6,21.2,37.4,2.34,205,0.4,35921.49,2028.79,14.2,0.0,16.0,14.2
4,2017-01-28,5.3,9.8,2.5,1.2,5.5,-2.2,23.1,38.9,10.43,271,1.43,36041.45,32349.18,0.0,0.0,0.0,0.0
4,2017-01-29,5.7,7.8,2.8,3.7,6.0,0.8,9.8,17.6,2.1,231,0.38,36162.84,0.0,2.4,0.0,9.0,2.4
4,2017-01-30,9.5,12.0,8.2,7.4,9.7,5.8,16.6,28.4,3.42,242,0.63,36286.93,0.0,0.4,0.0,3.0,0.4
4,2017-01-31,9.0,14.2,4.5,7.2,12.3,2.6,6.9,17.3,10.69,133,1.44,36413.75,32403.34,0.0,0.0,0.0,0.0
4,2017-02-01,7.2,11.0,3.1,4.8,8.7,0.5,17.4,32.0,4.29,205,0.65,36543.13,12594.08,0.8,0.0,6.0,0.8
4,2017-02-02,8.2,10.9,6.3,4.6,6.6,2.4,28.9,60.5,4.15,218,0.72,36674.89,14021.6,3.0,0.0,10.0,3.0
4,2017-02-03,9.0,12.1,6.4,3.9,6.0,1.7,38.8,68.8,5.55,226,1.21,36808.85,14400.0,1.4,0.0,7.0,1.4
4,2017-02-04,10.8,13.1,9.9,6.1,8.3,3.9,36.7,64.4,3.29,230,1.13,36944.84,7200.0,0.5,0.0,4.0,0.5
4,2017-02-05,7.7,10.4,4.7,1.8,5.4,-0.1,37.4,66.6,11.6,269,2.16,37082.69,32841.71,1.1,0.0,4.0,1.1
4,2017-02-06,9.0,15.2,5.2,4.7,10.4,0.2,28.3,50.4,11.49,272,2.23,37222.25,32623.88,0.0,0.0,0.0,0.0
4,2017-02-07,8.4,12.4,5.8,5.2,9.3,2.2,21.3,48.6,7.48,263,1.24,37363.34,23463.21,1.4,0.0,5.0,1.4
4,2017-02-08,5.2,9.6,1.8,1.4,5.8,-2.6,15.5,31.3,12.45,316,1.76,37505.8,33149.29,0.0,0.0,0.0,0.0
4,2017-02-09,3.9,9.7,-1.8,0.8,6.7,-5.2,7.8,18.4,12.92,99,1.55,37649.49,29576.24,0.0,0.0,0.0,0.0
4,2017-02-10,3.5,7.6,0.1,0.5,4.3,-3.6,13.3,21.6,5.32,100,0.77,37794.25,8112.95,3.2,0.07,10.0,3.1
4,2017-02-11,5.8,8.8,3.8,2.6,5.5,0.2,17.8,31.0,3.69,56,0.64,37939.93,2601.08,5.7,0.0,21.0,5.7
4,2017-02-12,8.2,10.4,5.3,4.8,7.5,2.6,30.7,55.4,3.09,122,0.83,38086.39,0.0,10.2,0.0,22.0,10.2
4,2017-02-13,8.8,11.6,4.8,5.0,7.1,1.9,26.1,58.7,8.56,204,1.42,38233.48,20922.66,10.0,0.0,13.0,10.0
4,2017-02-14,6.6,11.6,2.0,4.1,8.3,-0.2,12.8,25.2,7.82,156,1.16,38381.05,17720.22,0.2,0.0,2.0,0.2
4,2017-02-15,7.6,14.6,2.0,4.8,11.8,-1.4,12.5,21.6,13.96,56,1.95,38528.98,33868.52,0.0,0.0,0.0,0.0
4,2017-02-16,6.9,11.7,3.6,4.4,9.6,0.8,10.4,18.0,9.0,46,1.27,38677.12,22233.28,0.0,0.0,0.0,0.0
4,2017-02-17,6.7,13.1,1.1,4.3,11.5,-1.9,8.9,14.4,14.99,358,1.96,38825.35,35532.89,0.0,0.0,0.0,0.0
4,2017-02-18,6.6,12.9,0.5,4.4,11.2,-2.3,7.9,13.3,12.11,358,1.67,38973.76,29339.95,0.5,0.0,1.0,0.5
4,2017-02-19,7.9,13.5,3.8,4.4,10.0,0.3,18.4,33.5,13.87,41,2.04,39123.65,35162.52,0.0,0.0,0.0,0.0
4,2017-02-20,7.4,13.8,2.7,4.2,10.8,-1.4,16.9,27.7,15.78,42,2.22,39275.12,36005.61,0.0,0.0,0.0,0.0
4,2017-02-21,7.6,15.7,1.6,4.3,11.7,-2.2,13.8,25.6,16.24,37,2.43,39428.03,36165.82,0.0,0.0,0.0,0.0
4,2017-02-22,9.5,18.7,2.3,6.6,16.4,-1.2,13.4,21.6,15.7,42,2.53,39582.23,36327.14,0.0,0.0,0.0,0.0
4,2017-02-23,10.3,15.6,5.0,8.3,14.4,2.0,11.8,20.5,11.2,28,1.8,39737.59,33267.91,2.0,0.0,5.0,2.0
4,2017-02-24,10.0,15.8,5.7,7.0,13.1,2.6,18.4,32.4,10.43,25,2.02,39893.98,25623.77,0.2,0.0,1.0,0.2
4,2017-02-25,8.4,16.8,1.6,6.0,13.9,-1.0,9.2,20.9,16.55,254,2.42,40051.27,36816.39,0.0,0.0,0.0,0.0
4,2017-02-26,8.2,15.3,2.9,5.9,12.9,0.2,13.0,24.1,16.23,247,2.22,40209.32,36980.76,0.0,0.0,0.0,0.0
4,2017-02-27,8.6,11.8,6.7,5.1,7.5,3.7,24.3,42.8,11.08,239,1.69,40368.03,27650.97,0.0,0.0,0.0,0.0
4,2017-02-28,8.9,12.2,6.5,5.0,7.4,2.7,24.2,43.6,8.55,246,1.55,40527.25,16080.6,0.0,0.0,0.0,0.0
4,2017-03-01,9.3,14.9,4.6,6.5,11.2,1.7,15.5,30.6,15.43,254,2.31,40686.86,37475.85,0.0,0.0,0.0,0.0
4,2017-03-02,9.3,15.5,4.5,7.6,13.4,2.7,8.4,20.2,16.8,219,2.35,40846.75,37641.11,0.0,0.0,0.0,0.0
4,2017-03-03,7.0,11.7,3.3,2.8,6.7,-2.2,30.2,53.3,7.01,215,1.2,41006.79,17004.38,6.0,0.0,9.0,6.0
4,2017-03-04,4.5,9.4,1.2,0.2,5.8,-4.1,27.3,45.4,9.52,243,1.37,41166.87,23040.51,0.0,0.0,0.0,0.0
4,2017-03-05,9.4,14.1,4.9,5.9,10.9,0.8,20.2,37.8,9.87,239,1.7,41326.86,18548.09,0.2,0.0,2.0,0.2
4,2017-03-06,12.2,17.4,8.7,9.3,13.9,6.1,20.6,38.5,10.54,270,2.14,41486.65,27363.45,0.0,0.0,0.0,0.0
4,2017-03-07,13.1,19.2,7.1,10.4,15.7,4.3,19.7,37.8,17.69,301,3.29,41646.13,38463.58,0.0,0.0,0.0,0.0
4,2017-03-08,12.6,20.8,5.5,10.9,19.3,3.2,9.7,18.0,18.03,111,3.02,41805.18,38626.48,0.0,0.0,0.0,0.0
4,2017-03-09,14.1,23.9,6.0,12.4,22.3,3.4,8.8,15.8,18.97,360,3.36,41963.68,38788.58,0.0,0.0,0.0,0.0
4,2017-03-10,15.2,25.6,6.6,13.0,23.3,4.2,10.3,20.9,19.24,321,3.79,42121.74,38949.89,0.0,0.0,0.0,0.0
4,2017-03-11,15.3,23.9,7.1,12.4,21.2,4.9,20.2,36.4,17.36,263,4.08,42280.54,35353.55,0.0,0.0,0.0,0.0
4,2017-03-12,11.3,18.4,6.7,7.7,14.9,1.3,30.8,55.4,16.78,348,3.3,42440.21,36000.0,1.9,0.0,5.0,1.9
4,2017-03-13,9.9,15.3,6.3,3.6,8.1,-0.3,38.0,68.4,11.65,27,3.65,42600.63,22692.69,1.2,0.0,5.0,1.2
4,2017-03-14,13.6,20.3,9.5,9.1,16.3,4.1,28.0,55.1,15.44,48,3.96,42761.7,29341.77,0.0,0.0,0.0,0.0
4,2017-03-15,13.6,20.9,7.8,10.1,16.8,4.0,16.6,32.4,20.2,66,4.18,42923.3,39353.61,0.0,0.0,0.0,0.0
4,2017-03-16,12.4,20.0,5.0,8.7,15.9,2.0,20.1,36.4,20.57,105,4.18,43085.35,39468.81,0.0,0.0,0.0,0.0
4,2017-03-17,12.2,20.1,4.2,8.4,16.2,0.3,13.4,30.2,20.86,69,4.14,43247.73,39655.42,0.0,0.0,0.0,0.0
4,2017-03-18,13.0,21.2,4.6,9.6,18.2,1.3,13.0,21.6,21.33,30,4.12,43410.34,39800.69,0.0,0.0,0.0,0.0
4,2017-03-19,14.7,23.5,5.4,12.1,21.8,2.7,14.1,22.3,20.48,334,3.94,43573.08,39955.51,0.0,0.0,0.0,0.0
4,2017-03-20,16.2,24.3,9.1,13.5,21.7,6.7,19.6,36.0,20.69,282,4.55,43735.85,39686.37,0.0,0.0,0.0,0.0
4,2017-03-21,12.9,18.8,8.7,9.2,13.8,5.8,24.7,43.9,18.12,278,3.88,43898.54,38294.13,0.4,0.0,2.0,0.4
4,2017-03-22,7.4,11.9,2.8,2.9,6.2,-1.2,33.2,58.0,13.66,242,2.16,44061.04,33945.14,4.1,0.0,7.0,4.1
4,2017-03-23,3.2,7.0,-0.9,-0.6,3.3,-4.4,13.5,36.0,14.51,223,1.71,44223.27,40121.64,1.1,0.0,6.0,1.1
4,2017-03-24,4.3,9.7,-0.0,1.6,7.9,-3.2,13.0,27.0,16.75,54,2.12,44385.11,36919.06,1.6,0.0,7.0,1.6
4,2017-03-25,5.6,10.4,0.6,2.3,6.6,-2.4,25.2,47.5,14.49,213,1.86,44546.46,28332.64,1.9,0.0,5.0,1.9
4,2017-03-26,9.6,15.1,5.3,6.0,11.1,2.2,21.3,43.9,13.3,163,2.39,44707.21,39426.86,5.6,0.0,11.0,5.6
4,2017-03-27,9.2,12.8,6.0,5.7,9.7,1.4,25.3,43.6,10.67,222,1.77,44867.27,28686.08,4.9,0.0,13.0,4.9
4,2017-03-28,10.8,17.0,6.8,8.8,14.8,5.0,14.8,27.0,15.13,239,2.59,45026.5,29942.94,0.0,0.0,0.0,0.0
4,2017-03-29,11.8,19.3,4.2,10.1,18.3,1.7,7.6,17.6,22.85,215,3.66,45184.83,41578.74,0.0,0.0,0.0,0.0
4,2017-03-30,13.7,21.5,5.1,11.7,19.3,2.8,12.6,26.6,20.74,233,3.81,45342.32,39798.88,0.0,0.0,0.0,0.0
4,2017-03-31,13.1,18.0,9.6,9.6,13.3,5.4,30.3,59.0,19.91,242,3.7,45500.1,41843.88,0.8,0.0,3.0,0.8
4,2017-04-01,11.6,17.0,7.2,7.2,11.9,3.1,24.0,47.9,22.08,298,4.31,45658.26,42015.62,0.0,0.0,0.0,0.0
4,2017-04-02,11.5,18.4,4.4,8.2,16.0,1.6,19.7,36.4,23.39,20,4.38,45816.71,42194.38,0.0,0.0,0.0,0.0
4,2017-04-03,11.9,19.3,3.8,8.6,16.7,0.2,13.9,26.6,24.33,40,4.24,45975.36,42149.05,0.0,0.0,0.0,0.0
4,2017-04-04,14.1,22.1,5.7,10.3,19.1,2.1,21.4,35.6,24.39,32,5.3,46134.1,42571.22,0.0,0.0,0.0,0.0
4,2017-04-05,12.9,19.3,7.3,8.2,14.6,2.7,25.3,48.6,24.4,39,5.14,46292.83,42768.48,0.0,0.0,0.0,0.0
4,2017-04-06,14.1,21.8,7.0,10.1,18.0,3.1,21.3,36.7,24.76,44,5.27,46451.45,42971.11,0.0,0.0,0.0,0.0
4,2017-04-07,15.7,23.0,7.5,12.5,21.1,3.2,16.6,32.0,24.85,71,5.04,46609.87,43178.76,0.0,0.0,0.0,0.0
4,2017-04-08,16.2,23.6,7.9,13.6,22.0,5.3,8.7,20.5,24.96,128,4.81,46767.98,43296.4,0.0,0.0,0.0,0.0
4,2017-04-09,16.8,24.0,8.5,13.6,21.3,5.2,12.5,25.6,25.12,121,5.47,46925.67,43607.77,0.0,0.0,0.0,0.0
4,2017-04-10,17.4,24.9,8.7,14.7,23.1,6.3,15.8,25.9,25.12,38,5.15,47082.84,43727.46,0.0,0.0,0.0,0.0
4,2017-04-11,18.5,26.8,9.6,15.2,24.5,6.4,15.4,32.4,24.87,6,5.72,47239.38,43948.95,0.0,0.0,0.0,0.0
4,2017-04-12,19.3,28.1,9.7,16.5,26.5,6.7,13.7,30.6,24.1,294,5.51,47395.18,43852.94,0.5,0.0,1.0,0.5
4,2017-04-13,20.0,27.4,11.1,16.5,23.7,7.7,20.2,39.6,23.81,274,6.31,47550.13,44341.01,0.1,0.0,1.0,0.1
4,2017-04-14,19.0,25.1,12.1,15.9,22.1,9.9,20.6,40.3,24.93,250,5.99,47704.12,44490.01,0.0,0.0,0.0,0.0
4,2017-04-15,19.0,26.3,11.9,16.2,24.1,10.0,20.8,37.4,24.96,336,5.86,47857.03,44637.15,0.0,0.0,0.0,0.0
4,2017-04-16,18.1,25.5,9.9,15.2,23.9,6.3,17.1,31.0,23.99,27,4.99,48008.75,44632.56,0.0,0.0,0.0,0.0
4,2017-04-17,19.9,27.3,11.2,16.9,25.2,7.4,18.6,32.4,25.37,325,6.04,48159.14,44861.31,0.0,0.0,0.0,0.0
4,2017-04-18,20.0,26.8,12.7,16.1,23.9,8.9,25.5,43.2,24.43,28,6.71,48308.1,41829.21,0.0,0.0,0.0,0.0
4,2017-04-19,16.6,22.4,11.4,12.9,20.2,5.7,26.0,42.5,22.28,73,5.65,48455.68,37770.76,0.8,0.0,6.0,0.8
4,2017-04-20,13.0,18.4,9.3,9.6,15.2,6.1,21.0,42.8,19.97,99,3.81,48602.98,37570.26,6.3,0.0,12.0,6.3
4,2017-04-21,13.2,21.7,5.4,9.2,17.7,1.3,19.7,35.3,28.21,106,5.76,48750.07,45171.82,0.0,0.0,0.0,0.0
4,2017-04-22,13.5,20.9,5.4,10.0,16.8,1.6,10.7,24.5,23.1,74,4.35,48896.85,45226.84,0.0,0.0,0.0,0.0
4,2017-04-23,17.4,24.9,8.3,14.9,23.8,5.0,12.3,21.2,26.05,177,5.04,49043.21,44932.12,0.0,0.0,0.0,0.0
4,2017-04-24,18.1,25.3,11.0,16.7,24.6,9.5,11.4,27.7,23.91,180,4.76,49189.04,41042.86,3.4,0.0,4.0,3.4
4,2017-04-25,17.5,21.9,12.9,15.0,19.5,11.2,26.8,51.8,22.03,243,4.72,49334.23,43247.88,6.5,0.0,9.0,6.5
4,2017-04-26,13.4,18.9,7.2,10.1,15.5,1.3,24.8,46.1,18.68,331,3.98,49478.66,38990.95,1.8,0.0,6.0,1.8
4,2017-04-27,9.7,16.1,4.8,4.3,12.7,-1.7,25.8,45.4,23.32,35,4.86,49622.23,40298.3,0.0,0.0,0.0,0.0
4,2017-04-28,9.7,17.2,3.1,5.4,14.6,-2.8,23.6,42.1,24.65,74,4.58,49764.8,37652.44,0.0,0.0,0.0,0.0
4,2017-04-29,10.7,14.2,8.5,8.5,12.7,6.0,15.8,37.8,7.69,151,1.41,49906.25,9637.27,12.8,0.0,13.0,12.8
4,2017-04-30,10.4,14.1,7.5,6.1,8.7,2.5,34.1,61.6,11.1,238,2.27,50046.46,27731.07,1.9,0.0,6.0,1.9
4,2017-05-01,10.8,18.5,3.7,8.3,16.4,0.7,14.2,24.5,28.07,268,4.54,50185.31,46283.42,0.0,0.0,0.0,0.0
4,2017-05-02,15.3,22.4,6.8,13.5,21.2,4.9,14.1,28.1,22.36,15,4.29,50322.66,43044.34,0.0,0.0,0.0,0.0
4,2017-05-03,18.0,25.6,9.4,16.3,24.8,7.1,13.6,22.7,28.05,79,5.49,50458.37,46719.16,0.0,0.0,0.0,0.0
4,2017-05-04,19.2,25.7,12.2,17.1,23.3,9.8,12.3,21.2,18.78,68,4.39,50592.32,32133.89,0.0,0.0,0.0,0.0
4,2017-05-05,16.6,22.2,10.7,13.8,19.4,7.9,32.5,61.6,17.77,217,4.08,50724.36,34781.12,4.9,0.0,11.0,4.9
